Section_id,bow,lemmas
267,"['de', 'manumissionibus', 'quae', 'servis', 'ad', 'universitatem', 'pertinentibus', 'imponuntur']","[('de', 'de'), ('manumissionibus', 'manumissio'), ('quae', 'qui'), ('servis', 'servio'), ('ad', 'ad'), ('universitatem', 'universitas'), ('pertinentibus', 'pertineo'), ('imponuntur', 'impono')]"
268,"['de', 'manumissis', 'testamento']","[('de', 'de'), ('manumissis', 'manumitto'), ('testamento', 'testamentum')]"
269,"['de', 'fideicommissariis', 'libertatibus']","[('de', 'de'), ('fideicommissariis', 'fideicommissarius'), ('libertatibus', 'libertas')]"
270,"['de', 'ademptione', 'libertatis']","[('de', 'de'), ('ademptione', 'ademptio'), ('libertatis', 'libertas')]"
271,"['de', 'statuliberis']","[('de', 'de'), ('statuliberis', 'statuliberis')]"
272,"['qui', 'sine', 'manumissione', 'ad', 'libertatem', 'perveniunt']","[('qui', 'qui'), ('sine', 'sine'), ('manumissione', 'manumissio'), ('ad', 'ad'), ('libertatem', 'libertas'), ('perveniunt', 'pervenio')]"
273,"['qui', 'et', 'a', 'quibus', 'manumissi', 'liberi', 'non', 'fiunt', 'et', 'ad', 'legem', 'aeliam', 'sentiam']","[('qui', 'qui'), ('et', 'et'), ('a', 'ab'), ('quibus', 'qui'), ('manumissi', 'manumitto'), ('liberi', 'libet'), ('non', 'non'), ('fiunt', 'fio'), ('et', 'et'), ('ad', 'ad'), ('legem', 'lex'), ('aeliam', 'aeliam'), ('sentiam', 'sentio')]"
274,"['de', 'iure', 'aureorum', 'anulorum']","[('de', 'de'), ('iure', 'ius'), ('aureorum', 'aureus'), ('anulorum', 'anulus1')]"
275,"['de', 'natalibus', 'restituendis']","[('de', 'de'), ('natalibus', 'natal'), ('restituendis', 'restituo')]"
276,"['de', 'liberali', 'causa']","[('de', 'de'), ('liberali', 'liberal'), ('causa', 'causa')]"
277,"['quibus', 'ad', 'libertatem', 'proclamare', 'non', 'licet']","[('quibus', 'qui'), ('ad', 'ad'), ('libertatem', 'libertas'), ('proclamare', 'proclamaris'), ('non', 'non'), ('licet', 'licet')]"
278,"['si', 'ingenuus', 'esse', 'dicetur']","[('si', 'si'), ('ingenuus', 'ingenuus'), ('esse', 'sum'), ('dicetur', 'dico')]"
279,"['ne', 'de', 'statu', 'defunctorum', 'post', 'quinquennium', 'quaeratur']","[('ne', 'ne'), ('de', 'de'), ('statu', 'status'), ('defunctorum', 'defunctor'), ('post', 'post'), ('quinquennium', 'quinquennium'), ('quaeratur', 'quaero')]"
280,"['de', 'collusione', 'detegenda']","[('de', 'de'), ('collusione', 'collusio'), ('detegenda', 'detego')]"
281,"['de', 'adquirendo', 'rerum', 'dominio']","[('de', 'de'), ('adquirendo', 'acquiro'), ('rerum', 'res'), ('dominio', 'dominium')]"
282,"['de', 'adquirenda', 'vel', 'amittenda', 'possessione']","[('de', 'de'), ('adquirenda', 'acquiro'), ('vel', 'vel'), ('amittenda', 'amitto'), ('possessione', 'possessio')]"
283,"['de', 'usurpationibus', 'et', 'usucapionibus']","[('de', 'de'), ('usurpationibus', 'usurpatio'), ('et', 'et'), ('usucapionibus', 'usucapio')]"
284,"['pro', 'emptore']","[('pro', 'pro'), ('emptore', 'emptor')]"
285,"['pro', 'herede', 'vel', 'pro', 'possessore']","[('pro', 'pro'), ('herede', 'heres'), ('vel', 'vel'), ('pro', 'pro'), ('possessore', 'possessor')]"
286,"['pro', 'donato']","[('pro', 'pro'), ('donato', 'dono')]"
287,"['pro', 'derelicto']","[('pro', 'pro'), ('derelicto', 'derelinquo')]"
288,"['pro', 'legato']","[('pro', 'pro'), ('legato', 'legatus')]"
289,"['pro', 'dote']","[('pro', 'pro'), ('dote', 'dos')]"
290,"['pro', 'suo']","[('pro', 'pro'), ('suo', 'suus')]"
291,"['de', 're', 'iudicata', 'et', 'de', 'effectu', 'sententiarum', 'et', 'de', 'interlocutionibus']","[('de', 'de'), ('re', 'res'), ('iudicata', 'judico'), ('et', 'et'), ('de', 'de'), ('effectu', 'effectus'), ('sententiarum', 'sententiaris'), ('et', 'et'), ('de', 'de'), ('interlocutionibus', 'interlocutio')]"
292,"['de', 'confessis']","[('de', 'de'), ('confessis', 'confessum')]"
293,"['de', 'cessione', 'bonorum']","[('de', 'de'), ('cessione', 'cessio'), ('bonorum', 'bonus')]"
294,"['quibus', 'ex', 'causis', 'in', 'possessionem', 'eatur']","[('quibus', 'qui'), ('ex', 'ex'), ('causis', 'causa'), ('in', 'in'), ('possessionem', 'possessio'), ('eatur', 'eatur')]"
295,"['de', 'rebus', 'auctoritate', 'iudicis', 'possidendis', 'seu', 'vendundis']","[('de', 'de'), ('rebus', 'res'), ('auctoritate', 'auctoritas'), ('iudicis', 'judex'), ('possidendis', 'possideo'), ('seu', 'seu'), ('vendundis', 'vendo')]"
296,"['de', 'separationibus']","[('de', 'de'), ('separationibus', 'separatio')]"
297,"['de', 'curatore', 'bonis', 'dando']","[('de', 'de'), ('curatore', 'curator'), ('bonis', 'bonus'), ('dando', 'do')]"
298,"['quae', 'in', 'fraudem', 'creditorum', 'facta', 'sunt', 'ut', 'restituantur']","[('quae', 'qui'), ('in', 'in'), ('fraudem', 'fraudo'), ('creditorum', 'creditor'), ('facta', 'facio'), ('sunt', 'sum'), ('ut', 'ut'), ('restituantur', 'restituo')]"
299,"['de', 'interdictis', 'sive', 'extraordinariis', 'actionibus']","[('de', 'de'), ('interdictis', 'interdictum'), ('sive', 'sive'), ('extraordinariis', 'extraordinarius'), ('actionibus', 'actio')]"
300,"['quorum', 'bonorum']","[('quorum', 'qui'), ('bonorum', 'bonus')]"
301,"['quod', 'legatorum']","[('quod', 'qui'), ('legatorum', 'legatus')]"
302,"['ne', 'vis', 'fiat', 'ei']","[('ne', 'ne'), ('vis', 'volo1'), ('fiat', 'fio'), ('ei', 'is')]"
303,"['de', 'tabulis', 'exhibendis']","[('de', 'de'), ('tabulis', 'tabula'), ('exhibendis', 'exhibeo')]"
304,"['ne', 'quid', 'in', 'loco', 'sacro', 'fiat']","[('ne', 'ne'), ('quid', 'quis'), ('in', 'in'), ('loco', 'locus'), ('sacro', 'sacro'), ('fiat', 'fio')]"
305,"['de', 'locis', 'et', 'itineribus', 'publicis']","[('de', 'de'), ('locis', 'locus'), ('et', 'et'), ('itineribus', 'iter'), ('publicis', 'publicus')]"
306,"['ne', 'quid', 'in', 'loco', 'publico', 'vel', 'itinere', 'fiat']","[('ne', 'ne'), ('quid', 'quis'), ('in', 'in'), ('loco', 'locus'), ('publico', 'publicus'), ('vel', 'vel'), ('itinere', 'iter'), ('fiat', 'fio')]"
307,"['de', 'loco', 'publico', 'fruendo']","[('de', 'de'), ('loco', 'locus'), ('publico', 'publicus'), ('fruendo', 'fruor')]"
308,"['de', 'via', 'publica', 'et', 'si', 'quid', 'in', 'ea', 'factum', 'esse', 'dicatur']","[('de', 'de'), ('via', 'via'), ('publica', 'publicus'), ('et', 'et'), ('si', 'si'), ('quid', 'quis'), ('in', 'in'), ('ea', 'is'), ('factum', 'facio'), ('esse', 'sum'), ('dicatur', 'dico')]"
309,"['de', 'via', 'publica', 'et', 'itinere', 'publico', 'reficiendo']","[('de', 'de'), ('via', 'via'), ('publica', 'publicus'), ('et', 'et'), ('itinere', 'iter'), ('publico', 'publicus'), ('reficiendo', 'reficio')]"
310,"['de', 'fluminibus']","[('de', 'de'), ('fluminibus', 'flumen')]"
311,"['ne', 'quid', 'in', 'flumine', 'publico', 'fiat']","[('ne', 'ne'), ('quid', 'quis'), ('in', 'in'), ('flumine', 'flumen'), ('publico', 'publicus'), ('fiat', 'fio')]"
312,"['ut', 'in', 'flumine', 'publico', 'navigare', 'liceat']","[('ut', 'ut'), ('in', 'in'), ('flumine', 'flumen'), ('publico', 'publicus'), ('navigare', 'navigaris'), ('liceat', 'licet')]"
313,"['de', 'ripa', 'munienda']","[('de', 'de'), ('ripa', 'ripa'), ('munienda', 'munio')]"
314,"['de', 'vi', 'et', 'de', 'vi', 'armata']","[('de', 'de'), ('vi', 'vis'), ('et', 'et'), ('de', 'de'), ('vi', 'vis'), ('armata', 'armo')]"
315,"['uti', 'possidetis']","[('uti', 'uti'), ('possidetis', 'possideo')]"
316,"['de', 'superficiebus']","[('de', 'de'), ('superficiebus', 'superficies')]"
317,"['de', 'itinere', 'actuque', 'privato']","[('de', 'de'), ('itinere', 'iter'), ('actuque', 'ago'), ('privato', 'privo')]"
318,"['de', 'aqua', 'cottidiana', 'et', 'aestiva']","[('de', 'de'), ('aqua', 'aqua'), ('cottidiana', 'cottidianus'), ('et', 'et'), ('aestiva', 'aestivus')]"
319,"['de', 'rivis']","[('de', 'de'), ('rivis', 'rivus')]"
320,"['de', 'fonte']","[('de', 'de'), ('fonte', 'fons')]"
321,"['de', 'cloacis']","[('de', 'de'), ('cloacis', 'cloaca')]"
322,"['quod', 'vi', 'aut', 'clam']","[('quod', 'qui'), ('vi', 'vis'), ('aut', 'aut'), ('clam', 'clam')]"
323,"['de', 'remissionibus']","[('de', 'de'), ('remissionibus', 'remissio')]"
324,"['de', 'precario']","[('de', 'de'), ('precario', 'precarius')]"
325,"['de', 'arboribus', 'caedendis']","[('de', 'de'), ('arboribus', 'arbor'), ('caedendis', 'caedo')]"
326,"['de', 'glande', 'legenda']","[('de', 'de'), ('glande', 'glande'), ('legenda', 'lego2')]"
327,"['de', 'homine', 'libero', 'exhibendo']","[('de', 'de'), ('homine', 'homo'), ('libero', 'liber'), ('exhibendo', 'exhibeo')]"
328,"['de', 'liberis', 'exhibendis']","[('de', 'de'), ('liberis', 'liber'), ('exhibendis', 'exhibeo')]"
329,['utrubi'],"[('utrubi', 'utrubi')]"
330,"['de', 'migrando']","[('de', 'de'), ('migrando', 'migro')]"
331,"['de', 'salviano', 'interdicto']","[('de', 'de'), ('salviano', 'salviano'), ('interdicto', 'interdictum')]"
332,"['de', 'exceptionibus', 'praescriptionibus', 'et', 'praeiudiciis']","[('de', 'de'), ('exceptionibus', 'exceptio'), ('praescriptionibus', 'praescriptio'), ('et', 'et'), ('praeiudiciis', 'praejudicium')]"
333,"['de', 'exceptione', 'rei', 'iudicatae']","[('de', 'de'), ('exceptione', 'exceptio'), ('rei', 'res'), ('iudicatae', 'judico')]"
334,"['de', 'diversis', 'temporalibus', 'praescriptionibus', 'et', 'de', 'accessionibus', 'possessionum']","[('de', 'de'), ('diversis', 'diverto'), ('temporalibus', 'temporal'), ('praescriptionibus', 'praescriptio'), ('et', 'et'), ('de', 'de'), ('accessionibus', 'accessio'), ('possessionum', 'possessio')]"
335,"['de', 'doli', 'mali', 'et', 'metus', 'exceptione']","[('de', 'de'), ('doli', 'dolus'), ('mali', 'malus'), ('et', 'et'), ('metus', 'metus'), ('exceptione', 'exceptio')]"
336,"['quarum', 'rerum', 'actio', 'non', 'datur']","[('quarum', 'qui'), ('rerum', 'res'), ('actio', 'actium'), ('non', 'non'), ('datur', 'do')]"
337,"['de', 'litigiosis']","[('de', 'de'), ('litigiosis', 'litigiosus')]"
338,"['de', 'obligationibus', 'et', 'actionibus']","[('de', 'de'), ('obligationibus', 'obligatio'), ('et', 'et'), ('actionibus', 'actio')]"
339,"['de', 'verborum', 'obligationibus']","[('de', 'de'), ('verborum', 'verbum'), ('obligationibus', 'obligatio')]"
340,"['de', 'duobus', 'reis', 'constituendis']","[('de', 'de'), ('duobus', 'duo'), ('reis', 'redeo'), ('constituendis', 'constituo')]"
341,"['de', 'stipulatione', 'servorum']","[('de', 'de'), ('stipulatione', 'stipulatio'), ('servorum', 'servus1')]"
342,"['de', 'fideiussoribus', 'et', 'mandatoribus']","[('de', 'de'), ('fideiussoribus', 'fideiussor'), ('et', 'et'), ('mandatoribus', 'mandator')]"
343,"['de', 'novationibus', 'et', 'delegationibus']","[('de', 'de'), ('novationibus', 'novatio'), ('et', 'et'), ('delegationibus', 'delegatio')]"
344,"['de', 'solutionibus', 'et', 'liberationibus']","[('de', 'de'), ('solutionibus', 'solutio'), ('et', 'et'), ('liberationibus', 'liberatio')]"
345,"['de', 'acceptilatione']","[('de', 'de'), ('acceptilatione', 'acceptilatio')]"
346,"['de', 'stipulationibus', 'praetoriis']","[('de', 'de'), ('stipulationibus', 'stipulatio'), ('praetoriis', 'praetorius')]"
347,"['rem', 'pupilli', 'vel', 'adulescentis', 'salvam', 'fore']","[('rem', 'res'), ('pupilli', 'pupillus'), ('vel', 'vel'), ('adulescentis', 'adulescens'), ('salvam', 'salvus'), ('fore', 'sum')]"
348,"['iudicatum', 'solvi']","[('iudicatum', 'iudico'), ('solvi', 'solvo')]"
349,"['ratam', 'rem', 'haberi', 'et', 'de', 'ratihabitione']","[('ratam', 'reor'), ('rem', 'res'), ('haberi', 'habeo'), ('et', 'et'), ('de', 'de'), ('ratihabitione', 'ratihabitio')]"
350,"['de', 'privatis', 'delictis']","[('de', 'de'), ('privatis', 'privo'), ('delictis', 'delinquo')]"
351,"['de', 'furtis']","[('de', 'de'), ('furtis', 'furtum')]"
352,"['de', 'tigno', 'iuncto']","[('de', 'de'), ('tigno', 'tignum'), ('iuncto', 'jungo')]"
353,"['si', 'is']","[('si', 'si'), ('is', 'is')]"
354,"['furti', 'adversus', 'nautas', 'caupones', 'stabularios']","[('furti', 'furtum'), ('adversus', 'adverro'), ('nautas', 'nauta'), ('caupones', 'caupo'), ('stabularios', 'stabularius')]"
355,"['si', 'familia', 'furtum', 'fecisse', 'dicetur']","[('si', 'si'), ('familia', 'familia'), ('furtum', 'furtum'), ('fecisse', 'facio'), ('dicetur', 'dico')]"
356,"['arborum', 'furtim', 'caesarum']","[('arborum', 'arbor'), ('furtim', 'furtim'), ('caesarum', 'caesar')]"
357,"['vi', 'bonorum', 'raptorum', 'et', 'de', 'turba']","[('vi', 'vis'), ('bonorum', 'bonus'), ('raptorum', 'raptor'), ('et', 'et'), ('de', 'de'), ('turba', 'turba')]"
358,"['de', 'incendio', 'ruina', 'naufragio', 'rate', 'nave', 'expugnata']","[('de', 'de'), ('incendio', 'incendium'), ('ruina', 'ruina'), ('naufragio', 'naufragium'), ('rate', 'ratis'), ('nave', 'navus'), ('expugnata', 'expugno')]"
359,"['de', 'iniuriis', 'et', 'famosis', 'libellis']","[('de', 'de'), ('iniuriis', 'iniuria'), ('et', 'et'), ('famosis', 'famosus'), ('libellis', 'libellus')]"
360,"['de', 'extraordinariis', 'criminibus']","[('de', 'de'), ('extraordinariis', 'extraordinarius'), ('criminibus', 'crimen')]"
361,"['de', 'sepulchro', 'violato']","[('de', 'de'), ('sepulchro', 'sepulcrum'), ('violato', 'violo')]"
362,"['de', 'concussione']","[('de', 'de'), ('concussione', 'concussio')]"
363,"['de', 'abigeis']","[('de', 'de'), ('abigeis', 'abigeus')]"
364,"['de', 'praevaricatione']","[('de', 'de'), ('praevaricatione', 'praevaricatio')]"
365,"['de', 'receptatoribus']","[('de', 'de'), ('receptatoribus', 'receptator')]"
366,"['de', 'furibus', 'balneariis']","[('de', 'de'), ('furibus', 'fur'), ('balneariis', 'balnearius')]"
367,"['de', 'effractoribus', 'et', 'expilatoribus']","[('de', 'de'), ('effractoribus', 'effractor'), ('et', 'et'), ('expilatoribus', 'expilator')]"
368,"['expilatae', 'hereditatis']","[('expilatae', 'expilo'), ('hereditatis', 'hereditas')]"
369,['stellionatus'],"[('stellionatus', 'stellionatus')]"
370,"['de', 'termino', 'moto']","[('de', 'de'), ('termino', 'termino'), ('moto', 'moveo')]"
371,"['de', 'collegiis', 'et', 'corporibus']","[('de', 'de'), ('collegiis', 'collegium'), ('et', 'et'), ('corporibus', 'corpus')]"
372,"['de', 'popularibus', 'actionibus']","[('de', 'de'), ('popularibus', 'popularis'), ('actionibus', 'actio')]"
373,"['de', 'publicis', 'iudiciis']","[('de', 'de'), ('publicis', 'publicus'), ('iudiciis', 'iudicium')]"
374,"['de', 'accusationibus', 'et', 'inscriptionibus']","[('de', 'de'), ('accusationibus', 'accusatio'), ('et', 'et'), ('inscriptionibus', 'inscriptio')]"
375,"['de', 'custodia', 'et', 'exhibitione', 'reorum']","[('de', 'de'), ('custodia', 'custodia'), ('et', 'et'), ('exhibitione', 'exhibitio'), ('reorum', 'reus')]"
376,"['ad', 'legem', 'iuliam', 'maiestatis']","[('ad', 'ad'), ('legem', 'lex'), ('iuliam', 'iulia'), ('maiestatis', 'maiestas')]"
377,"['ad', 'legem', 'iuliam', 'de', 'adulteriis', 'coercendis']","[('ad', 'ad'), ('legem', 'lex'), ('iuliam', 'iulia'), ('de', 'de'), ('adulteriis', 'adulterium'), ('coercendis', 'coerceo')]"
378,"['ad', 'legem', 'iuliam', 'de', 'vi', 'publica']","[('ad', 'ad'), ('legem', 'lex'), ('iuliam', 'iulia'), ('de', 'de'), ('vi', 'vis'), ('publica', 'publicus')]"
379,"['ad', 'legem', 'iuliam', 'de', 'vi', 'privata']","[('ad', 'ad'), ('legem', 'lex'), ('iuliam', 'iulia'), ('de', 'de'), ('vi', 'vis'), ('privata', 'privo')]"
380,"['ad', 'legem', 'corneliam', 'de', 'siccariis', 'et', 'veneficis']","[('ad', 'ad'), ('legem', 'lex'), ('corneliam', 'corneliam'), ('de', 'de'), ('siccariis', 'siccariis'), ('et', 'et'), ('veneficis', 'veneficus')]"
381,"['de', 'lege', 'pompeia', 'de', 'parricidiis']","[('de', 'de'), ('lege', 'lex'), ('pompeia', 'pompeia'), ('de', 'de'), ('parricidiis', 'parricidium')]"
382,"['de', 'lege', 'cornelia', 'de', 'falsis', 'et', 'de', 'senatus', 'consulto', 'liboniano']","[('de', 'de'), ('lege', 'lex'), ('cornelia', 'cornelius'), ('de', 'de'), ('falsis', 'falsum'), ('et', 'et'), ('de', 'de'), ('senatus', 'senatus'), ('consulto', 'consultum'), ('liboniano', 'liboniano')]"
383,"['de', 'lege', 'iulia', 'repetundarum']","[('de', 'de'), ('lege', 'lex'), ('iulia', 'iulius'), ('repetundarum', 'repeto')]"
384,"['de', 'lege', 'iulia', 'de', 'annona']","[('de', 'de'), ('lege', 'lex'), ('iulia', 'iulius'), ('de', 'de'), ('annona', 'annona')]"
385,"['ad', 'legem', 'iuliam', 'peculatus', 'et', 'de', 'sacrilegis', 'et', 'de', 'residuis']","[('ad', 'ad'), ('legem', 'lex'), ('iuliam', 'iulia'), ('peculatus', 'peculor'), ('et', 'et'), ('de', 'de'), ('sacrilegis', 'sacrilegus'), ('et', 'et'), ('de', 'de'), ('residuis', 'residuus')]"
386,"['de', 'lege', 'iulia', 'ambitus']","[('de', 'de'), ('lege', 'lex'), ('iulia', 'iulius'), ('ambitus', 'ambitus')]"
387,"['de', 'lege', 'fabia', 'de', 'plagiariis']","[('de', 'de'), ('lege', 'lex'), ('fabia', 'fabia'), ('de', 'de'), ('plagiariis', 'plagiarius')]"
388,"['ad', 'senatus', 'consultum', 'turpillianum', 'et', 'de', 'abolitionibus', 'criminum']","[('ad', 'ad'), ('senatus', 'senatus'), ('consultum', 'consulo'), ('turpillianum', 'turpillianum'), ('et', 'et'), ('de', 'de'), ('abolitionibus', 'abolitio'), ('criminum', 'crimen')]"
389,"['de', 'requirendis', 'vel', 'absentibus', 'damnandis']","[('de', 'de'), ('requirendis', 'requiro'), ('vel', 'vel'), ('absentibus', 'absum'), ('damnandis', 'damno')]"
390,"['de', 'quaestionibus']","[('de', 'de'), ('quaestionibus', 'quaestio')]"
391,"['de', 'poenis']","[('de', 'de'), ('poenis', 'poenio')]"
392,"['de', 'bonis', 'damnatorum']","[('de', 'de'), ('bonis', 'bonus'), ('damnatorum', 'damno')]"
393,"['de', 'bonis', 'eorum']","[('de', 'de'), ('bonis', 'bonus'), ('eorum', 'is')]"
394,"['de', 'interdictis', 'et', 'relegatis', 'et', 'deportatis']","[('de', 'de'), ('interdictis', 'interdictum'), ('et', 'et'), ('relegatis', 'relego1'), ('et', 'et'), ('deportatis', 'deportas')]"
395,"['de', 'sententiam', 'passis', 'et', 'restitutis']","[('de', 'de'), ('sententiam', 'sententia'), ('passis', 'patior'), ('et', 'et'), ('restitutis', 'restitus')]"
396,"['de', 'cadaveribus', 'punitorum']","[('de', 'de'), ('cadaveribus', 'cadaver'), ('punitorum', 'punitor')]"
397,"['de', 'appellationibus', 'et', 'relegationibus']","[('de', 'de'), ('appellationibus', 'appellatio'), ('et', 'et'), ('relegationibus', 'relegatio')]"
398,"['a', 'quibus', 'appellari', 'non', 'licet']","[('a', 'ab'), ('quibus', 'qui'), ('appellari', 'appello'), ('non', 'non'), ('licet', 'licet')]"
399,"['quis', 'a', 'quo', 'appelletur']","[('quis', 'quis'), ('a', 'ab'), ('quo', 'quo'), ('appelletur', 'appello')]"
400,"['quando', 'appellandum', 'sit', 'et', 'intra', 'quae', 'tempora']","[('quando', 'quando'), ('appellandum', 'appello'), ('sit', 'sum'), ('et', 'et'), ('intra', 'intra'), ('quae', 'qui'), ('tempora', 'tempus')]"
401,"['de', 'appellationibus', 'recipiendis', 'vel', 'non']","[('de', 'de'), ('appellationibus', 'appellatio'), ('recipiendis', 'recipio'), ('vel', 'vel'), ('non', 'non')]"
402,"['de', 'libellis', 'dimissoriis']","[('de', 'de'), ('libellis', 'libellus'), ('dimissoriis', 'dimissoriis')]"
403,"['nihil', 'innovari', 'appellatione', 'interposita']","[('nihil', 'nihil'), ('innovari', 'innovaris'), ('appellatione', 'appellatio'), ('interposita', 'interpono')]"
404,"['quae', 'sententiae', 'sine', 'appellatione', 'rescindantur']","[('quae', 'qui'), ('sententiae', 'sententia'), ('sine', 'sine'), ('appellatione', 'appellatio'), ('rescindantur', 'rescindo')]"
405,"['an', 'per', 'alium', 'causae', 'appellationum', 'reddi', 'possunt']","[('an', 'an'), ('per', 'per'), ('alium', 'alius'), ('causae', 'causa'), ('appellationum', 'appellatio'), ('reddi', 'reddo'), ('possunt', 'possum')]"
406,"['si', 'tutor', 'vel', 'curator', 'magistratusve', 'creatus', 'appellaverit']","[('si', 'si'), ('tutor', 'tuto'), ('vel', 'vel'), ('curator', 'curator'), ('magistratusve', 'magistratusve'), ('creatus', 'creo'), ('appellaverit', 'appello')]"
407,"['eum', 'qui', 'appellaverit', 'in', 'provincia', 'defendi']","[('eum', 'is'), ('qui', 'qui'), ('appellaverit', 'appello'), ('in', 'in'), ('provincia', 'provincia'), ('defendi', 'defendo')]"
408,"['apud', 'eum']","[('apud', 'apud'), ('eum', 'is')]"
409,"['si', 'pendente', 'appellatione', 'mors', 'intervenerit']","[('si', 'si'), ('pendente', 'pendeo'), ('appellatione', 'appellatio'), ('mors', 'mors'), ('intervenerit', 'intervenio')]"
410,"['de', 'iure', 'fisci']","[('de', 'de'), ('iure', 'ius'), ('fisci', 'fiscus')]"
411,"['de', 'captivis', 'et', 'de', 'postliminio', 'et', 'redemptis', 'ab', 'hostibus']","[('de', 'de'), ('captivis', 'captivus'), ('et', 'et'), ('de', 'de'), ('postliminio', 'postliminium'), ('et', 'et'), ('redemptis', 're-emo'), ('ab', 'ab'), ('hostibus', 'hostis')]"
412,"['de', 're', 'militari']","[('de', 'de'), ('re', 'res'), ('militari', 'militaris')]"
413,"['de', 'castrensi', 'peculio']","[('de', 'de'), ('castrensi', 'castrensis'), ('peculio', 'peculio')]"
414,"['de', 'veteranis']","[('de', 'de'), ('veteranis', 'veteranus')]"
415,"['ad', 'municipalem', 'et', 'de', 'incolis']","[('ad', 'ad'), ('municipalem', 'municipal'), ('et', 'et'), ('de', 'de'), ('incolis', 'incolo1')]"
416,"['de', 'decurionibus', 'et', 'filiis', 'eorum']","[('de', 'de'), ('decurionibus', 'decurio'), ('et', 'et'), ('filiis', 'filius'), ('eorum', 'is')]"
417,"['de', 'albo', 'scribendo']","[('de', 'de'), ('albo', 'album'), ('scribendo', 'scribo')]"
418,"['de', 'muneribus', 'et', 'honoribus']","[('de', 'de'), ('muneribus', 'munus'), ('et', 'et'), ('honoribus', 'honor')]"
419,"['de', 'vacatione', 'et', 'excusatione', 'munerum']","[('de', 'de'), ('vacatione', 'vacatio'), ('et', 'et'), ('excusatione', 'excusatio'), ('munerum', 'munus')]"
420,"['de', 'iure', 'immunitatis']","[('de', 'de'), ('iure', 'ius'), ('immunitatis', 'immunitas')]"
421,"['de', 'legationibus']","[('de', 'de'), ('legationibus', 'legatio')]"
422,"['de', 'administratione', 'rerum', 'ad', 'civitates', 'pertinentium']","[('de', 'de'), ('administratione', 'administratio'), ('rerum', 'res'), ('ad', 'ad'), ('civitates', 'civitas'), ('pertinentium', 'pertineo')]"
423,"['de', 'decretis', 'ab', 'ordine', 'faciendis']","[('de', 'de'), ('decretis', 'decretum'), ('ab', 'ab'), ('ordine', 'ordo'), ('faciendis', 'facio')]"
424,"['de', 'operibus', 'publicis']","[('de', 'de'), ('operibus', 'opus'), ('publicis', 'publicus')]"
425,"['de', 'nundinis']","[('de', 'de'), ('nundinis', 'nundo')]"
426,"['de', 'pollicitationibus']","[('de', 'de'), ('pollicitationibus', 'pollicitatio')]"
427,"['de', 'variis', 'et', 'extraordinariis', 'cognitionibus', 'et', 'si', 'iudex', 'litem', 'suam', 'fecisse', 'dicetur']","[('de', 'de'), ('variis', 'varius1'), ('et', 'et'), ('extraordinariis', 'extraordinarius'), ('cognitionibus', 'cognitio'), ('et', 'et'), ('si', 'si'), ('iudex', 'iudex'), ('litem', 'lito'), ('suam', 'suus'), ('fecisse', 'facio'), ('dicetur', 'dico')]"
428,"['de', 'proxeneticis']","[('de', 'de'), ('proxeneticis', 'proxeneticum')]"
429,"['de', 'censibus']","[('de', 'de'), ('censibus', 'census2')]"
430,"['de', 'verborum', 'significatione']","[('de', 'de'), ('verborum', 'verbum'), ('significatione', 'significatio')]"
431,"['de', 'diversis', 'regulis', 'iuris', 'antiqui']","[('de', 'de'), ('diversis', 'diverto'), ('regulis', 'regulis'), ('iuris', 'ius'), ('antiqui', 'antiquus')]"
